transaction_id,user_id,txn_date,txn_time,merchant_name,merchant_gstin,merchant_category,payment_mode,txn_amount,avg_monthly_amount,txn_location,state,is_business_account,gst_applicable,gst_rate,it_section,income_type,weekday,hour_of_day,previous_txn_gap_minutes,merchant_txn_frequency,monthly_total_amount,account_balance_after_txn,deviation_from_avg,anomaly_label
TXN202501275,U505,2025-07-21,14:01:49,Insurance Store 67,11SBVNW6056R1ZT,Insurance,Cash,222248.08,66107.72,City51,Kerala,False,True,18.0,80C,Business,Monday,14,116,24,46764.76,543166.09,156140.36,1
TXN202501276,U521,2025-04-13,17:23:12,Groceries Store 366,12SDMXJ2791Q1ZK,Groceries,CreditCard,3090.3,11187.51,City18,Gujarat,False,True,18.0,80C,Salary,Sunday,17,53,45,436410.63,43373.0,-8097.21,0
TXN202501277,U138,2025-06-08,09:36:52,Electronics Store 403,39DIIFS3591S1ZM,Electronics,Cash,85882.29,22333.83,City12,Gujarat,True,True,18.0,10A,CapitalGain,Sunday,9,89,31,87002.42,218692.32,63548.45999999999,1
TXN202501278,U310,2025-08-27,05:36:07,Salary Store 89,10HGDPB4830H1ZK,Salary,Cash,93995.5,25552.85,City100,Delhi,True,False,0.0,10A,CapitalGain,Wednesday,5,109,41,315736.31,789548.38,68442.65,1
TXN202501279,U399,2025-06-18,03:19:38,Travel Store 469,76DODIG3878C1ZM,Travel,NetBanking,32765.87,27552.57,City45,Delhi,False,True,18.0,80C,Business,Wednesday,3,26,50,22269.79,1292.45,5213.299999999999,1
TXN202501280,U102,2025-02-27,21:03:15,Rent Store 44,17VNTVR6566T1ZM,Rent,Cash,25948.73,6656.01,City63,Karnataka,False,False,0.0,10A,CapitalGain,Thursday,21,2,27,470457.39,215852.76,19292.72,1
TXN202501281,U532,2025-05-10,17:38:32,Electronics Store 38,89ZDFDQ7659N1ZU,Electronics,UPI,145783.97,35896.29,City32,Delhi,True,True,18.0,24B,Salary,Saturday,17,78,13,398284.36,473920.53,109887.68,1
TXN202501282,U475,2025-01-17,03:40:00,Travel Store 359,47DERZG7965Q1ZI,Travel,Cash,126495.28,57571.19,City18,Karnataka,False,True,18.0,24B,CapitalGain,Friday,3,7,11,419921.5,979694.19,68924.09,1
TXN202501283,U230,2025-03-29,19:07:11,Utilities Store 58,42HNYDL7735P1ZM,Utilities,CreditCard,77378.17,57695.83,City76,Tamil Nadu,False,True,18.0,24B,Salary,Saturday,19,75,42,471669.55,13869.22,19682.339999999997,0
TXN202501284,U359,2025-07-09,05:05:39,Insurance Store 19,25SGGRH6708L1ZT,Insurance,CreditCard,46924.04,16166.34,City85,Karnataka,True,True,18.0,80C,Salary,Wednesday,5,47,21,74906.06,264676.92,30757.7,1
TXN202501285,U576,2025-04-28,11:21:10,Entertainment Store 430,71BZPWS6879W1ZD,Entertainment,UPI,415619.82,96525.99,City47,Kerala,True,True,18.0,80D,Salary,Monday,11,16,14,102505.77,350613.92,319093.83,1
TXN202501286,U341,2025-07-23,12:38:39,Travel Store 217,24OJYUG4584L1ZN,Travel,Cash,254045.39,97098.87,City79,Maharashtra,False,True,18.0,80C,Business,Wednesday,12,93,7,283246.28,215831.62,156946.52000000002,0
TXN202501287,U275,2025-03-07,23:00:26,Travel Store 58,94DFBZE3776U1ZO,Travel,UPI,2838.52,12558.26,City19,Karnataka,False,True,18.0,80C,CapitalGain,Friday,23,8,47,122869.46,519339.31,-9719.74,0
TXN202501288,U596,2025-08-01,09:37:59,Salary Store 474,42MOEFZ5734W1ZD,Salary,UPI,165734.39,33779.73,City76,Tamil Nadu,False,False,0.0,10A,CapitalGain,Friday,9,25,41,231356.71,374389.99,131954.66,1
TXN202501289,U195,2025-08-15,08:55:10,Utilities Store 72,28OWNXY2068N1ZE,Utilities,NetBanking,421634.15,87125.22,City47,Telangana,True,True,18.0,24B,Business,Friday,8,8,43,96375.98,922122.89,334508.93000000005,1
TXN202501290,U357,2025-09-06,20:36:28,Electronics Store 69,71MAQDZ8489F1ZQ,Electronics,Cash,156800.74,36319.11,City49,Punjab,True,True,18.0,24B,Salary,Saturday,20,118,2,497406.47,68836.05,120481.62999999999,1
TXN202501291,U482,2025-01-08,03:20:58,Salary Store 469,21RWFBP3678L1ZH,Salary,Cash,308908.14,62937.28,City7,Gujarat,False,False,0.0,10A,CapitalGain,Wednesday,3,8,10,22575.6,682220.05,245970.86000000002,1
TXN202501292,U172,2025-07-06,00:16:09,Salary Store 253,43NIBJN8381O1ZA,Salary,CreditCard,6908.43,21627.46,City78,Kerala,False,False,0.0,80D,Business,Sunday,0,38,43,253913.73,751664.41,-14719.029999999999,1
TXN202501293,U281,2025-07-23,20:25:58,Salary Store 449,25VEGVN9356A1ZV,Salary,Cash,5841.07,8224.96,City56,Delhi,False,False,0.0,24B,Business,Wednesday,20,9,13,424747.78,425759.34,-2383.8899999999994,0
TXN202501294,U590,2025-04-01,09:33:38,Food Store 105,70XEBWK2227J1ZB,Food,CreditCard,213854.16,57864.44,City95,Punjab,True,True,18.0,80C,Business,Tuesday,9,24,41,495645.48,186112.71,155989.72,1
TXN202501295,U159,2025-02-22,09:39:46,Electronics Store 257,85XDYEG7374R1ZW,Electronics,Cash,18376.56,10190.05,City41,Telangana,False,True,18.0,10A,Business,Saturday,9,36,37,148800.85,206403.22,8186.510000000002,0
TXN202501296,U421,2025-08-18,08:34:30,Insurance Store 120,41UEOST3464A1ZO,Insurance,UPI,88602.68,46239.32,City75,Tamil Nadu,False,True,18.0,24B,Business,Monday,8,118,17,221734.87,691321.66,42363.35999999999,0
TXN202501297,U186,2025-06-27,21:21:35,Food Store 103,18EESCM2999H1ZP,Food,CreditCard,109537.32,43024.54,City66,Rajasthan,False,True,18.0,80D,CapitalGain,Friday,21,79,2,15806.67,42542.15,66512.78,0
TXN202501298,U526,2025-02-23,22:55:45,Entertainment Store 309,48TNPIR1299K1ZQ,Entertainment,UPI,37673.16,12448.77,City29,Maharashtra,False,True,18.0,10A,Business,Sunday,22,22,16,437799.32,926950.23,25224.390000000003,1
TXN202501299,U254,2025-01-06,17:33:01,Rent Store 294,80BIMYR6872I1ZV,Rent,CreditCard,120874.59,61347.14,City96,Karnataka,False,False,0.0,80C,Salary,Monday,17,110,17,84231.5,817078.71,59527.45,0
TXN202501300,U243,2025-05-09,02:21:01,Rent Store 35,70ALJYY7167M1ZF,Rent,NetBanking,10343.77,2234.19,City81,Gujarat,True,False,0.0,10A,Business,Friday,2,67,48,18161.74,22254.28,8109.58,1
TXN202501301,U159,2025-03-07,23:42:18,Food Store 458,43UBGGH8608U1ZS,Food,UPI,28972.07,27002.64,City24,Karnataka,True,True,18.0,24B,Salary,Friday,23,35,8,149866.33,136368.69,1969.4300000000003,0
TXN202501302,U233,2025-01-09,09:11:36,Banking Store 72,26JZVJO6472G1ZI,Banking,Cash,141662.66,46436.82,City19,Karnataka,False,True,18.0,24B,CapitalGain,Thursday,9,65,50,450914.58,252676.05,95225.84,1
TXN202501303,U585,2025-03-15,04:46:44,Travel Store 22,20MNZHP8863A1ZU,Travel,UPI,16430.37,4109.77,City77,Telangana,True,True,18.0,10A,Salary,Saturday,4,54,15,452493.8,966530.45,12320.599999999999,1
TXN202501304,U142,2025-07-03,20:22:33,Groceries Store 190,41UHJAD3130Z1ZK,Groceries,UPI,140312.75,58154.64,City52,Kerala,True,True,18.0,24B,Business,Thursday,20,26,9,412619.8,627202.81,82158.11,0
TXN202501305,U533,2025-07-28,23:22:41,Entertainment Store 262,38JSKEG7460R1ZG,Entertainment,Cash,95474.54,19384.33,City65,Punjab,False,True,18.0,80D,Salary,Monday,23,48,35,264593.21,736401.1,76090.20999999999,1
TXN202501306,U141,2025-03-05,09:42:31,Travel Store 33,56KKXCM1144U1ZS,Travel,NetBanking,90276.91,71402.24,City35,Kerala,True,True,18.0,80D,Salary,Wednesday,9,1,39,81781.33,531982.49,18874.67,1
TXN202501307,U152,2025-04-21,17:57:18,Food Store 310,52JOSOA1411H1ZW,Food,NetBanking,107978.92,22072.77,City69,West Bengal,False,True,18.0,10A,Business,Monday,17,119,22,85937.3,84659.78,85906.15,1
TXN202501308,U419,2025-07-03,11:32:11,Insurance Store 312,70ILVBD9717D1ZF,Insurance,NetBanking,12418.4,2527.44,City10,Telangana,True,True,18.0,80D,Business,Thursday,11,73,20,122115.94,731312.8,9890.96,1
TXN202501309,U392,2025-03-14,04:53:55,Food Store 5,51KOSZT6713P1ZP,Food,UPI,136613.25,87217.56,City55,Karnataka,False,True,18.0,10A,CapitalGain,Friday,4,57,30,445637.3,938470.18,49395.69,1
TXN202501310,U206,2025-02-17,18:40:40,Entertainment Store 474,87SGJNP8472H1ZE,Entertainment,UPI,74038.64,18593.28,City15,Delhi,True,True,18.0,10A,CapitalGain,Monday,18,94,31,12722.65,175432.21,55445.36,1
TXN202501311,U464,2025-04-27,00:33:20,Insurance Store 267,68PXKXS7757R1ZV,Insurance,CreditCard,182375.68,46461.82,City35,Delhi,True,True,18.0,10A,CapitalGain,Sunday,0,92,34,270179.89,719766.02,135913.86,1
TXN202501312,U414,2025-07-21,11:23:07,Salary Store 256,14ZODVB9275K1ZZ,Salary,CreditCard,350915.3,72979.84,City16,Delhi,False,False,0.0,80D,Business,Monday,11,104,12,407261.09,394354.06,277935.45999999996,1
TXN202501313,U303,2025-07-03,11:46:56,Insurance Store 75,37ZQLFU9317F1ZL,Insurance,UPI,41167.34,53670.21,City43,Punjab,True,True,18.0,24B,Salary,Thursday,11,11,25,247634.39,307066.56,-12502.870000000003,0
TXN202501314,U250,2025-05-15,09:49:21,Entertainment Store 159,16SVBVW4499R1ZC,Entertainment,Cash,56061.8,25356.0,City62,Karnataka,False,True,18.0,80D,Salary,Thursday,9,41,48,358834.97,510794.8,30705.800000000003,0
TXN202501315,U307,2025-02-10,05:54:35,Utilities Store 131,48SYSYR6922R1ZF,Utilities,CreditCard,26562.23,77378.41,City65,West Bengal,False,True,18.0,10A,Business,Monday,5,105,41,231587.53,205036.37,-50816.18000000001,1
TXN202501316,U425,2025-02-06,12:35:26,Salary Store 79,48VMIYV2928R1ZT,Salary,CreditCard,26073.77,6213.09,City9,Telangana,False,False,0.0,80C,Salary,Thursday,12,16,39,82777.3,457060.21,19860.68,1
TXN202501317,U381,2025-01-14,20:52:17,Insurance Store 124,92LJEUD4284V1ZM,Insurance,UPI,3313.13,1517.93,City73,Telangana,True,True,18.0,10A,Business,Tuesday,20,37,39,115951.77,299899.3,1795.2,0
TXN202501318,U187,2025-08-01,09:12:07,Electronics Store 170,11CATMG6541Q1ZK,Electronics,CreditCard,110867.31,50493.85,City45,Delhi,False,True,18.0,24B,Salary,Friday,9,113,14,97582.55,703582.54,60373.46,0
TXN202501319,U382,2025-06-06,17:10:18,Food Store 352,37QQUEJ4236R1ZT,Food,NetBanking,31929.37,18071.75,City97,Kerala,False,True,18.0,80D,Salary,Friday,17,36,6,88883.79,295712.59,13857.619999999999,0
TXN202501320,U283,2025-02-02,00:40:18,Salary Store 99,23ZWFJY9553A1ZC,Salary,CreditCard,155471.55,65286.09,City42,Tamil Nadu,True,False,0.0,24B,CapitalGain,Sunday,0,98,4,356985.55,150323.54,90185.45999999999,1
TXN202501321,U226,2025-09-14,19:23:11,Electronics Store 61,14HTMEP1531M1ZW,Electronics,CreditCard,13802.4,11840.49,City43,Rajasthan,False,True,18.0,24B,Salary,Sunday,19,108,20,229455.43,244784.46,1961.9099999999999,0
TXN202501322,U465,2025-08-31,09:33:33,Travel Store 18,63TRAEQ4973F1ZH,Travel,Cash,3859.21,6542.75,City63,Punjab,True,True,18.0,10A,Salary,Sunday,9,17,14,310895.5,758086.64,-2683.54,0
TXN202501323,U104,2025-02-06,12:15:16,Banking Store 180,30NGFJV2449X1ZP,Banking,CreditCard,255877.48,60097.05,City12,West Bengal,True,True,18.0,10A,Salary,Thursday,12,32,36,292357.88,89862.68,195780.43,1
TXN202501324,U240,2025-04-08,00:48:33,Rent Store 446,35GPCFB9368D1ZA,Rent,NetBanking,189338.65,62236.41,City98,Gujarat,False,False,0.0,10A,CapitalGain,Tuesday,0,22,16,153303.2,561821.84,127102.23999999999,1
TXN202501325,U156,2025-05-26,03:32:29,Salary Store 63,59UZQDP8013K1ZS,Salary,UPI,1987.98,683.64,City6,Tamil Nadu,True,False,0.0,24B,Business,Monday,3,108,24,102390.98,843117.35,1304.3400000000001,1
TXN202501326,U139,2025-08-03,19:35:41,Rent Store 495,48NEPWF6057B1ZC,Rent,NetBanking,256705.02,75041.69,City10,Rajasthan,False,False,0.0,10A,Salary,Sunday,19,18,41,381274.45,314322.74,181663.33,1
TXN202501327,U512,2025-06-04,04:33:11,Utilities Store 488,68VHCUK5701R1ZV,Utilities,UPI,223140.88,97130.79,City50,Rajasthan,True,True,18.0,24B,Salary,Wednesday,4,26,12,227890.56,429218.94,126010.09000000001,1
TXN202501328,U399,2025-07-02,02:11:24,Insurance Store 276,84IFNZM3201D1ZO,Insurance,UPI,10619.08,16673.29,City21,Rajasthan,True,True,18.0,10A,Salary,Wednesday,2,75,42,262571.17,414103.6,-6054.210000000001,1
TXN202501329,U406,2025-09-19,09:59:29,Insurance Store 270,77ZGZDB9489X1ZP,Insurance,CreditCard,75265.62,48509.73,City87,West Bengal,True,True,18.0,80D,CapitalGain,Friday,9,99,24,197602.19,127380.47,26755.889999999992,0
TXN202501330,U437,2025-04-11,21:43:36,Banking Store 215,73TGPIB3146W1ZB,Banking,NetBanking,56305.7,42319.9,City41,Gujarat,True,True,18.0,80C,Business,Friday,21,77,27,287888.07,515712.38,13985.799999999996,0
TXN202501331,U546,2025-03-23,15:28:11,Banking Store 480,96IOPPG4470H1ZX,Banking,CreditCard,160279.03,88720.69,City78,Rajasthan,True,True,18.0,10A,CapitalGain,Sunday,15,116,1,111054.38,699181.83,71558.34,0
TXN202501332,U337,2025-03-06,12:13:15,Utilities Store 105,23BMDBR8198O1ZP,Utilities,CreditCard,82468.75,42673.62,City63,Maharashtra,False,True,18.0,80D,CapitalGain,Thursday,12,14,45,131348.03,174478.74,39795.13,0
TXN202501333,U208,2025-09-23,06:38:55,Salary Store 121,96EISJW7710W1ZK,Salary,UPI,95430.69,50742.63,City31,Delhi,False,False,0.0,80C,CapitalGain,Tuesday,6,69,39,103684.44,783419.13,44688.060000000005,0
TXN202501334,U521,2025-08-21,13:45:52,Rent Store 123,84ZHBGK1940H1ZU,Rent,NetBanking,96401.8,32063.17,City69,Telangana,True,False,0.0,24B,Salary,Thursday,13,49,9,181333.65,304468.69,64338.630000000005,1
TXN202501335,U165,2025-03-30,23:10:36,Electronics Store 1,43GWZPC4520S1ZR,Electronics,CreditCard,202835.78,75033.87,City33,Gujarat,False,True,18.0,80C,Salary,Sunday,23,33,8,223146.35,1137.79,127801.91,0
TXN202501336,U541,2025-04-19,10:31:33,Rent Store 378,53LHRTW1834R1ZE,Rent,Cash,140858.87,84623.89,City3,Gujarat,True,False,0.0,24B,Business,Saturday,10,25,4,126811.05,93462.62,56234.979999999996,0
TXN202501337,U475,2025-05-30,13:20:40,Utilities Store 269,58AKXPU5785P1ZF,Utilities,CreditCard,156890.73,35969.21,City15,Rajasthan,False,True,18.0,10A,Business,Friday,13,73,30,491592.67,263208.04,120921.52000000002,1
TXN202501338,U425,2025-08-13,19:06:42,Utilities Store 315,99JPIGX2269F1ZU,Utilities,Cash,22557.31,72527.24,City32,Karnataka,True,True,18.0,80D,Salary,Wednesday,19,98,1,396296.14,874376.84,-49969.93000000001,0
TXN202501339,U313,2025-04-21,11:19:57,Travel Store 220,66BSUMG8409J1ZY,Travel,CreditCard,75085.61,75604.25,City7,Delhi,True,True,18.0,80D,CapitalGain,Monday,11,109,47,9064.54,250076.53,-518.6399999999994,0
TXN202501340,U110,2025-03-02,19:47:37,Electronics Store 2,84OVFUO2650U1ZK,Electronics,Cash,73287.38,46973.81,City39,Karnataka,False,True,18.0,24B,Salary,Sunday,19,113,31,185551.66,913940.26,26313.570000000007,0
TXN202501341,U550,2025-04-28,06:27:24,Groceries Store 187,51JHJUW1549X1ZV,Groceries,UPI,46867.69,13926.78,City17,Maharashtra,False,True,18.0,10A,Salary,Monday,6,83,7,350052.46,236033.88,32940.91,1
TXN202501342,U594,2025-07-15,23:15:15,Insurance Store 403,68FWTRS1733R1ZT,Insurance,Cash,102811.49,42005.77,City57,Maharashtra,True,True,18.0,80D,Business,Tuesday,23,86,31,392162.62,463069.15,60805.72000000001,0
TXN202501343,U297,2025-06-27,07:13:32,Groceries Store 75,56DPCQX2939M1ZJ,Groceries,Cash,206421.06,43137.28,City4,Karnataka,False,True,18.0,80C,Business,Friday,7,24,25,254545.73,645395.32,163283.78,1
TXN202501344,U454,2025-07-29,19:02:59,Rent Store 373,51ODOGO3230X1ZM,Rent,CreditCard,192556.64,40568.01,City46,Tamil Nadu,True,False,0.0,80C,Business,Tuesday,19,5,34,158549.23,107865.56,151988.63,1
TXN202501345,U487,2025-04-27,14:51:50,Rent Store 200,94PAUBR3139T1ZF,Rent,UPI,120759.26,90497.13,City43,Rajasthan,True,False,0.0,80C,Business,Sunday,14,21,27,429197.45,898164.16,30262.12999999999,0
TXN202501346,U433,2025-01-01,12:52:34,Travel Store 120,14XHHWY8195P1ZV,Travel,Cash,14519.52,14436.95,City77,Karnataka,False,True,18.0,80D,Business,Wednesday,12,68,34,114437.85,318288.94,82.56999999999971,0
TXN202501347,U507,2025-09-09,20:27:55,Electronics Store 285,33RPBZI3821U1ZM,Electronics,NetBanking,152627.55,71849.31,City57,Telangana,True,True,18.0,10A,Business,Tuesday,20,53,26,469776.04,412216.48,80778.23999999999,0
TXN202501348,U116,2025-02-12,07:32:19,Salary Store 166,84CTSUK6638B1ZL,Salary,NetBanking,148906.66,31666.12,City57,Delhi,True,False,0.0,10A,Business,Wednesday,7,35,16,20508.76,113606.28,117240.54000000001,1
TXN202501349,U215,2025-06-22,00:51:07,Rent Store 174,56FRGSZ3040D1ZG,Rent,CreditCard,79304.66,66645.79,City57,Tamil Nadu,True,False,0.0,24B,Business,Sunday,0,13,31,181083.33,863361.49,12658.87000000001,1
TXN202501350,U318,2025-08-17,05:00:13,Entertainment Store 217,40RVHAW8236V1ZK,Entertainment,NetBanking,6171.81,3701.83,City83,Delhi,False,True,18.0,10A,CapitalGain,Sunday,5,8,2,23781.96,891188.93,2469.9800000000005,1
TXN202501351,U580,2025-03-11,23:08:45,Utilities Store 2,85EPXBE9951R1ZI,Utilities,CreditCard,164473.07,66550.4,City44,Delhi,False,True,18.0,10A,Salary,Tuesday,23,64,46,185681.93,714545.17,97922.67000000001,0
TXN202501352,U507,2025-07-16,19:48:15,Rent Store 220,49EARWV9959H1ZM,Rent,CreditCard,26071.78,7530.06,City7,Tamil Nadu,False,False,0.0,80D,Business,Wednesday,19,73,37,252981.71,554383.74,18541.719999999998,1
TXN202501353,U445,2025-08-13,01:32:51,Salary Store 310,27DKYYW2554F1ZX,Salary,Cash,2397.13,1388.71,City26,Delhi,False,False,0.0,24B,Salary,Wednesday,1,50,23,32289.8,463767.03,1008.4200000000001,1
TXN202501354,U182,2025-02-28,03:43:44,Banking Store 76,47ARIVE1370Y1ZV,Banking,CreditCard,13919.78,4694.69,City73,Tamil Nadu,False,True,18.0,10A,Business,Friday,3,43,45,336996.82,687061.76,9225.09,1
TXN202501355,U415,2025-03-09,22:42:52,Salary Store 437,56XPXXN5800I1ZC,Salary,UPI,40174.94,30083.76,City68,Rajasthan,True,False,0.0,24B,Salary,Sunday,22,111,7,485898.01,814439.19,10091.180000000004,0
TXN202501356,U105,2025-05-28,21:40:07,Salary Store 208,84BPRKU1576V1ZS,Salary,Cash,16516.52,32294.61,City75,Maharashtra,True,False,0.0,80C,Business,Wednesday,21,58,39,262730.81,368840.47,-15778.09,0
TXN202501357,U452,2025-08-31,21:21:41,Electronics Store 350,47DZYSC3685M1ZZ,Electronics,NetBanking,13189.02,25017.2,City65,Rajasthan,True,True,18.0,80C,Business,Sunday,21,44,34,77454.3,933027.95,-11828.18,0
TXN202501358,U425,2025-09-13,04:05:22,Electronics Store 58,24EAADI3896F1ZK,Electronics,Cash,41526.98,93978.5,City26,Delhi,False,True,18.0,80C,CapitalGain,Saturday,4,109,20,450599.82,68967.03,-52451.52,1
TXN202501359,U580,2025-07-05,07:49:14,Rent Store 44,36CZVJM1557W1ZG,Rent,Cash,66768.41,24119.59,City20,Maharashtra,True,False,0.0,24B,Business,Saturday,7,117,21,231046.25,182849.21,42648.82000000001,0
TXN202501360,U549,2025-02-04,09:00:47,Travel Store 402,70SCPTT9757N1ZV,Travel,NetBanking,29841.85,56590.97,City37,West Bengal,True,True,18.0,24B,Business,Tuesday,9,101,11,265476.05,615653.46,-26749.120000000003,0
TXN202501361,U201,2025-09-10,12:14:00,Insurance Store 488,53ZOSAD9698W1ZG,Insurance,Cash,42518.18,10385.89,City98,Maharashtra,False,True,18.0,80D,Salary,Wednesday,12,34,31,429215.38,291230.51,32132.29,1
TXN202501362,U376,2025-07-16,11:53:12,Groceries Store 13,42PEHCT9794T1ZT,Groceries,Cash,364428.16,87886.39,City86,Punjab,True,True,18.0,10A,CapitalGain,Wednesday,11,66,9,10651.29,560853.02,276541.76999999996,1
TXN202501363,U232,2025-04-04,11:39:00,Banking Store 150,42MNWJJ9834U1ZL,Banking,UPI,68482.1,77141.04,City99,Telangana,True,True,18.0,80C,Business,Friday,11,40,5,4433.58,318521.73,-8658.939999999988,0
TXN202501364,U428,2025-07-10,15:36:08,Entertainment Store 81,92FCYMK7075P1ZY,Entertainment,UPI,222988.97,94173.68,City61,Karnataka,False,True,18.0,80D,Business,Thursday,15,94,20,285492.82,180383.17,128815.29000000001,0
TXN202501365,U361,2025-04-16,04:04:32,Insurance Store 85,16LKHTC8594L1ZT,Insurance,Cash,400988.38,81364.63,City38,Maharashtra,False,True,18.0,80D,CapitalGain,Wednesday,4,49,14,217503.05,795985.24,319623.75,1
TXN202501366,U492,2025-04-06,09:23:44,Groceries Store 214,22NGMBH5196O1ZZ,Groceries,CreditCard,42298.76,48160.27,City81,Telangana,True,True,18.0,24B,Business,Sunday,9,5,31,275924.69,952460.99,-5861.509999999995,0
TXN202501367,U102,2025-04-19,09:39:23,Entertainment Store 259,98LOTYP2126K1ZS,Entertainment,CreditCard,189203.15,97419.97,City61,Kerala,False,True,18.0,10A,CapitalGain,Saturday,9,5,35,415731.99,72406.58,91783.18,0
TXN202501368,U591,2025-03-22,15:06:38,Electronics Store 219,30KNNPP2845X1ZH,Electronics,UPI,29823.51,35983.55,City77,Kerala,False,True,18.0,24B,CapitalGain,Saturday,15,11,24,83019.68,898184.39,-6160.0400000000045,0
TXN202501369,U598,2025-06-27,11:30:46,Entertainment Store 80,10HBUVK3598D1ZW,Entertainment,CreditCard,62208.49,13147.6,City91,Punjab,True,True,18.0,80D,CapitalGain,Friday,11,89,31,168303.59,896714.9,49060.89,1
TXN202501370,U447,2025-01-23,06:34:34,Groceries Store 214,97CKXQG9051V1ZZ,Groceries,CreditCard,36904.16,17480.5,City61,Gujarat,False,True,18.0,24B,CapitalGain,Thursday,6,106,38,25978.58,911188.67,19423.660000000003,0
TXN202501371,U354,2025-06-06,03:25:42,Travel Store 423,17LDVXF2870O1ZM,Travel,CreditCard,3030.61,3332.22,City45,Telangana,False,True,18.0,80C,Business,Friday,3,6,27,71502.29,792179.43,-301.6099999999997,1
TXN202501372,U237,2025-03-21,19:44:16,Rent Store 354,22KFKBA5543L1ZQ,Rent,Cash,64222.65,29841.25,City95,Maharashtra,False,False,0.0,80C,Salary,Friday,19,39,47,262399.64,747165.29,34381.4,0
TXN202501373,U537,2025-05-21,09:03:12,Entertainment Store 485,18WMYYR9394R1ZC,Entertainment,CreditCard,113916.56,34045.99,City19,Delhi,False,True,18.0,80D,Business,Wednesday,9,32,50,403518.95,977343.54,79870.57,1
TXN202501374,U426,2025-07-27,17:16:29,Entertainment Store 124,93QGMWP7598F1ZI,Entertainment,Cash,208498.24,69683.63,City14,Rajasthan,True,True,18.0,80D,Business,Sunday,17,12,45,340683.04,607796.28,138814.61,0
TXN202501375,U195,2025-08-02,09:11:31,Food Store 480,32MEKKI1046Y1ZE,Food,NetBanking,54594.18,35291.11,City2,Telangana,True,True,18.0,80C,Business,Saturday,9,19,20,317215.02,554206.45,19303.07,0
TXN202501376,U258,2025-02-21,12:06:10,Rent Store 159,68UFWGL3844A1ZW,Rent,UPI,21467.51,62390.41,City22,Rajasthan,True,False,0.0,80C,Business,Friday,12,21,4,11064.9,589491.07,-40922.90000000001,0
TXN202501377,U473,2025-08-01,16:26:38,Banking Store 221,69NZVQQ7865L1ZM,Banking,CreditCard,6068.88,2617.35,City16,West Bengal,True,True,18.0,80D,CapitalGain,Friday,16,16,25,454714.98,47169.22,3451.53,0
TXN202501378,U323,2025-09-23,00:01:48,Utilities Store 89,89LKPDO4127Y1ZI,Utilities,NetBanking,60021.31,38408.36,City45,Delhi,False,True,18.0,24B,Salary,Tuesday,0,102,48,323972.43,633742.26,21612.949999999997,1
TXN202501379,U337,2025-07-04,04:30:26,Groceries Store 265,16JRFAW7176I1ZA,Groceries,NetBanking,20210.21,8718.85,City50,Punjab,True,True,18.0,10A,Business,Friday,4,24,45,209854.47,245119.54,11491.359999999999,1
